Indicator,short_name,Subgroup,time_period_label,time_period_start_date,Value,LowCI,HighCI
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Jul 21 - Aug 2, 2021",2021-07-21,29.3,26.9,31.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Jul 21 - Aug 2, 2021",2021-07-21,28.5,26.8,30.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Jul 21 - Aug 2, 2021",2021-07-21,26.6,25.2,28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Jul 21 - Aug 2, 2021",2021-07-21,26,24.6,27.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Jul 21 - Aug 2, 2021",2021-07-21,23.6,22.6,24.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Jul 21 - Aug 2, 2021",2021-07-21,21.5,19.7,23.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Jul 21 - Aug 2, 2021",2021-07-21,18,14.5,21.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Jul 6 - Jul 20, 2021",2021-07-06,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Jul 21 - Aug 2, 2021",2021-07-21,21,19.2,22.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Jul 21 - Aug 2, 2021",2021-07-21,15.4,14.1,16.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Jul 21 - Aug 2, 2021",2021-07-21,12.7,11.3,14.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Jul 21 - Aug 2, 2021",2021-07-21,9.3,8.3,10.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Jul 21 - Aug 2, 2021",2021-07-21,6.5,5.6,7.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Jul 21 - Aug 2, 2021",2021-07-21,3.3,2.7,4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Jul 21 - Aug 2, 2021",2021-07-21,4.4,2.6,7
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Aug 4 - Aug 16, 2021",2021-08-04,21,19,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Aug 4 - Aug 16, 2021",2021-08-04,21.7,20.5,23
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Aug 4 - Aug 16, 2021",2021-08-04,22.9,21.5,24.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Aug 4 - Aug 16, 2021",2021-08-04,23.9,22.6,25.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Aug 4 - Aug 16, 2021",2021-08-04,22.5,21.2,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Aug 4 - Aug 16, 2021",2021-08-04,19.5,18,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Aug 4 - Aug 16, 2021",2021-08-04,19.8,15.5,24.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Aug 4 - Aug 16, 2021",2021-08-04,15.6,13.9,17.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Aug 4 - Aug 16, 2021",2021-08-04,14.2,13.2,15.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Aug 4 - Aug 16, 2021",2021-08-04,11.2,10.2,12.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Aug 4 - Aug 16, 2021",2021-08-04,9.4,8.5,10.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Aug 4 - Aug 16, 2021",2021-08-04,6.2,5.5,6.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Aug 4 - Aug 16, 2021",2021-08-04,3.5,3,4.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Aug 4 - Aug 16, 2021",2021-08-04,2.3,1.5,3.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Aug 4 - Aug 16, 2021",2021-08-04,27.2,24.9,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Aug 4 - Aug 16, 2021",2021-08-04,27.4,26,28.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Aug 4 - Aug 16, 2021",2021-08-04,26.9,25.4,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Aug 4 - Aug 16, 2021",2021-08-04,26.9,25.5,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Aug 4 - Aug 16, 2021",2021-08-04,24.3,23,25.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Aug 4 - Aug 16, 2021",2021-08-04,20.5,18.9,22.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Aug 4 - Aug 16, 2021",2021-08-04,21.2,17,26
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Aug 4 - Aug 16, 2021",2021-08-04,18.4,16.5,20.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Aug 4 - Aug 16, 2021",2021-08-04,15,14.1,16
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Aug 4 - Aug 16, 2021",2021-08-04,11.9,11,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Aug 4 - Aug 16, 2021",2021-08-04,9.5,8.5,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Aug 4 - Aug 16, 2021",2021-08-04,5,4.4,5.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Aug 4 - Aug 16, 2021",2021-08-04,3.6,2.9,4.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Aug 4 - Aug 16, 2021",2021-08-04,2.1,1.2,3.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Aug 18 - Aug 30, 2021",2021-08-18,21.6,20.1,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Aug 18 - Aug 30, 2021",2021-08-18,21.6,20.2,23
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Aug 18 - Aug 30, 2021",2021-08-18,21.6,20.3,22.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Aug 18 - Aug 30, 2021",2021-08-18,23,21.7,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Aug 18 - Aug 30, 2021",2021-08-18,22,20.7,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Aug 18 - Aug 30, 2021",2021-08-18,20.5,19.2,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Aug 18 - Aug 30, 2021",2021-08-18,13.5,10.3,17.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Aug 18 - Aug 30, 2021",2021-08-18,14.8,13.2,16.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Aug 18 - Aug 30, 2021",2021-08-18,14.4,13.2,15.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Aug 18 - Aug 30, 2021",2021-08-18,10.7,9.7,11.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Aug 18 - Aug 30, 2021",2021-08-18,9.7,8.9,10.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Aug 18 - Aug 30, 2021",2021-08-18,6.6,5.9,7.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Aug 18 - Aug 30, 2021",2021-08-18,4.5,3.7,5.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Aug 18 - Aug 30, 2021",2021-08-18,3.6,2.4,5.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Aug 18 - Aug 30, 2021",2021-08-18,28,26.3,29.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Aug 18 - Aug 30, 2021",2021-08-18,27.1,25.5,28.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Aug 18 - Aug 30, 2021",2021-08-18,25.3,23.9,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Aug 18 - Aug 30, 2021",2021-08-18,25.6,24.3,27
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Aug 18 - Aug 30, 2021",2021-08-18,23.9,22.5,25.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Aug 18 - Aug 30, 2021",2021-08-18,21.8,20.4,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Aug 18 - Aug 30, 2021",2021-08-18,15.1,12,18.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Aug 18 - Aug 30, 2021",2021-08-18,20.5,18.7,22.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Aug 18 - Aug 30, 2021",2021-08-18,15.3,14.1,16.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Aug 18 - Aug 30, 2021",2021-08-18,11.7,10.9,12.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Aug 18 - Aug 30, 2021",2021-08-18,9.4,8.6,10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Aug 18 - Aug 30, 2021",2021-08-18,6.7,5.8,7.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Aug 18 - Aug 30, 2021",2021-08-18,3.5,2.8,4.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Aug 18 - Aug 30, 2021",2021-08-18,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Sep 1 - Sep 13, 2021",2021-09-01,22.6,20.8,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Sep 1 - Sep 13, 2021",2021-09-01,21.8,20.4,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Sep 1 - Sep 13, 2021",2021-09-01,23.2,21.8,24.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Sep 1 - Sep 13, 2021",2021-09-01,23.5,22.1,25
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Sep 1 - Sep 13, 2021",2021-09-01,22.1,20.8,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Sep 1 - Sep 13, 2021",2021-09-01,20.3,18.8,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Sep 1 - Sep 13, 2021",2021-09-01,17,13.7,20.8
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Sep 1 - Sep 13, 2021",2021-09-01,15.6,14.1,17.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Sep 1 - Sep 13, 2021",2021-09-01,14.5,13.3,15.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Sep 1 - Sep 13, 2021",2021-09-01,11.9,10.9,12.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Sep 1 - Sep 13, 2021",2021-09-01,8.8,7.8,9.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Sep 1 - Sep 13, 2021",2021-09-01,6.3,5.7,7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Sep 1 - Sep 13, 2021",2021-09-01,5.3,4.1,6.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Sep 1 - Sep 13, 2021",2021-09-01,3.2,1.6,5.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Sep 1 - Sep 13, 2021",2021-09-01,28.1,26.3,30
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Sep 1 - Sep 13, 2021",2021-09-01,27.7,26.1,29.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Sep 1 - Sep 13, 2021",2021-09-01,26.7,25.1,28.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Sep 1 - Sep 13, 2021",2021-09-01,25.9,24.4,27.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Sep 1 - Sep 13, 2021",2021-09-01,23.9,22.5,25.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Sep 1 - Sep 13, 2021",2021-09-01,22.1,20.4,23.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Sep 1 - Sep 13, 2021",2021-09-01,19.1,15.4,23.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Sep 1 - Sep 13, 2021",2021-09-01,20.8,19,22.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Sep 1 - Sep 13, 2021",2021-09-01,16.1,14.8,17.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Sep 1 - Sep 13, 2021",2021-09-01,13.2,11.9,14.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Sep 1 - Sep 13, 2021",2021-09-01,9.3,8.2,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Sep 1 - Sep 13, 2021",2021-09-01,5.7,5.1,6.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Sep 1 - Sep 13, 2021",2021-09-01,3,2.4,3.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Sep 1 - Sep 13, 2021",2021-09-01,3.3,1.5,6.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Sep 15 - Sep 27, 2021",2021-09-15,20.5,18.1,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Sep 15 - Sep 27, 2021",2021-09-15,22.7,21.1,24.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Sep 15 - Sep 27, 2021",2021-09-15,22.8,21.3,24.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Sep 15 - Sep 27, 2021",2021-09-15,24.9,23.6,26.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Sep 15 - Sep 27, 2021",2021-09-15,22.8,21.5,24.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Sep 15 - Sep 27, 2021",2021-09-15,21.4,19.5,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Sep 15 - Sep 27, 2021",2021-09-15,13.4,10.8,16.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Sep 15 - Sep 27, 2021",2021-09-15,14.5,12.6,16.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Sep 15 - Sep 27, 2021",2021-09-15,15.2,14,16.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Sep 15 - Sep 27, 2021",2021-09-15,10.9,10.2,11.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Sep 15 - Sep 27, 2021",2021-09-15,10.2,9,11.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Sep 15 - Sep 27, 2021",2021-09-15,6.1,5.4,7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Sep 15 - Sep 27, 2021",2021-09-15,3.9,3.2,4.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Sep 15 - Sep 27, 2021",2021-09-15,3.1,1.9,4.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Sep 15 - Sep 27, 2021",2021-09-15,26.3,23.6,29.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Sep 15 - Sep 27, 2021",2021-09-15,28.9,27.2,30.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Sep 15 - Sep 27, 2021",2021-09-15,26.7,25.2,28.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Sep 15 - Sep 27, 2021",2021-09-15,27.6,26.1,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Sep 15 - Sep 27, 2021",2021-09-15,24.4,23,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Sep 15 - Sep 27, 2021",2021-09-15,22.5,20.5,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Sep 15 - Sep 27, 2021",2021-09-15,14.6,11.8,17.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Sep 15 - Sep 27, 2021",2021-09-15,20.8,18.6,23.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Sep 15 - Sep 27, 2021",2021-09-15,16.2,14.9,17.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Sep 15 - Sep 27, 2021",2021-09-15,12.5,11.3,13.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Sep 15 - Sep 27, 2021",2021-09-15,10.3,9.1,11.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Sep 15 - Sep 27, 2021",2021-09-15,6,5.3,6.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Sep 15 - Sep 27, 2021",2021-09-15,3.6,2.6,4.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Sep 15 - Sep 27, 2021",2021-09-15,3.8,2.1,6.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Sep 29 - Oct 11, 2021",2021-09-29,20.3,18.3,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Sep 29 - Oct 11, 2021",2021-09-29,21.4,19.9,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Sep 29 - Oct 11, 2021",2021-09-29,24.8,22.9,26.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Sep 29 - Oct 11, 2021",2021-09-29,23,21.6,24.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Sep 29 - Oct 11, 2021",2021-09-29,23.8,22.4,25.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Sep 29 - Oct 11, 2021",2021-09-29,21.1,19.5,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Sep 29 - Oct 11, 2021",2021-09-29,17.4,13.3,22.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Sep 29 - Oct 11, 2021",2021-09-29,15.3,13.5,17.3
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Sep 29 - Oct 11, 2021",2021-09-29,14.7,13.3,16.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Sep 29 - Oct 11, 2021",2021-09-29,11.9,10.8,13.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Sep 29 - Oct 11, 2021",2021-09-29,9.5,8.4,10.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Sep 29 - Oct 11, 2021",2021-09-29,7,6.1,7.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Sep 29 - Oct 11, 2021",2021-09-29,4.2,3.5,4.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Sep 29 - Oct 11, 2021",2021-09-29,5.1,3,8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Sep 29 - Oct 11, 2021",2021-09-29,26.6,24.6,28.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Sep 29 - Oct 11, 2021",2021-09-29,27.4,25.7,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Sep 29 - Oct 11, 2021",2021-09-29,28.6,26.5,30.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Sep 29 - Oct 11, 2021",2021-09-29,26.2,24.7,27.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Sep 29 - Oct 11, 2021",2021-09-29,25.5,24.1,27
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Sep 29 - Oct 11, 2021",2021-09-29,22.5,20.8,24.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Sep 29 - Oct 11, 2021",2021-09-29,19.9,15.8,24.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Sep 29 - Oct 11, 2021",2021-09-29,19.6,17.6,21.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Sep 29 - Oct 11, 2021",2021-09-29,16.3,14.9,17.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Sep 29 - Oct 11, 2021",2021-09-29,11.8,10.9,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Sep 29 - Oct 11, 2021",2021-09-29,9.4,8.5,10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Sep 29 - Oct 11, 2021",2021-09-29,6.1,5.4,6.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Sep 29 - Oct 11, 2021",2021-09-29,3.5,2.7,4.6
